FIPStxt;State;Area name;Population 2020;;;;;;
55073;WI;Marathon County;138.013;;;;;;
55075;WI;Marinette County;41.872;;;;;;
55077;WI;Marquette County;15.592;;;;;;
55078;WI;Menominee County;4.255;;;;;;
55079;WI;Milwaukee County;939.489;;;;;;
55081;WI;Monroe County;46.274;;;;;;
55083;WI;Oconto County;38.965;;;;;;
55085;WI;Oneida County;37.845;;;;;;
55087;WI;Outagamie County;190.705;;;;;;
55089;WI;Ozaukee County;91.503;;;;;;
55091;WI;Pepin County;7.318;;;;;;
55093;WI;Pierce County;42.212;;;;;;
55095;WI;Polk County;44.977;;;;;;
55097;WI;Portage County;70.377;;;;;;
55099;WI;Price County;14.054;;;;;;
55101;WI;Racine County;197.727;;;;;;
55103;WI;Richland County;17.304;;;;;;
55105;WI;Rock County;163.687;;;;;;
55107;WI;Rusk County;14.188;;;;;;
55109;WI;St. Croix County;93.536;;;;;;
55111;WI;Sauk County;65.763;;;;;;
55113;WI;Sawyer County;18.074;;;;;;
55115;WI;Shawano County;40.881;;;;;;
55117;WI;Sheboygan County;118.034;;;;;;
55119;WI;Taylor County;19.913;;;;;;
55121;WI;Trempealeau County;30.760;;;;;;
55123;WI;Vernon County;30.714;;;;;;
55125;WI;Vilas County;23.047;;;;;;
55127;WI;Walworth County;106.478;;;;;;
55129;WI;Washburn County;16.623;;;;;;
55131;WI;Washington County;136.761;;;;;;
55133;WI;Waukesha County;406.978;;;;;;
55135;WI;Waupaca County;51.812;;;;;;
55137;WI;Waushara County;24.520;;;;;;
55139;WI;Winnebago County;171.730;;;;;;
55141;WI;Wood County;74.207;;;;;;
56000;WY;Wyoming;576.851;;;;;;
56001;WY;Albany County;37.066;;;;;;
56003;WY;Big Horn County;11.521;;;;;;
56005;WY;Campbell County;47.026;;;;;;
56007;WY;Carbon County;14.537;;;;;;
56009;WY;Converse County;13.751;;;;;;
56011;WY;Crook County;7.181;;;;;;
56013;WY;Fremont County;39.234;;;;;;
56015;WY;Goshen County;12.498;;;;;;
56017;WY;Hot Springs County;4.621;;;;;;
56019;WY;Johnson County;8.447;;;;;;
56021;WY;Laramie County;100.512;;;;;;
56023;WY;Lincoln County;19.581;;;;;;
56025;WY;Natrona County;79.955;;;;;;
56027;WY;Niobrara County;2.467;;;;;;
56029;WY;Park County;29.624;;;;;;
56031;WY;Platte County;8.605;;;;;;
56033;WY;Sheridan County;30.921;;;;;;
56035;WY;Sublette County;8.728;;;;;;
56037;WY;Sweetwater County;42.272;;;;;;
56039;WY;Teton County;23.331;;;;;;
56041;WY;Uinta County;20.450;;;;;;
56043;WY;Washakie County;7.685;;;;;;
56045;WY;Weston County;6.838;;;;;;
72000;PR;Puerto Rico;3.285.874;;;;;;
72001;PR;Adjuntas Municipio;18.020;;;;;;
72003;PR;Aguada Municipio;38.136;;;;;;
72005;PR;Aguadilla Municipio;55.101;;;;;;
72007;PR;Aguas Buenas Municipio;24.223;;;;;;
72009;PR;Aibonito Municipio;24.637;;;;;;
72011;PR;Añasco Municipio;25.596;;;;;;
72013;PR;Arecibo Municipio;87.754;;;;;;
72015;PR;Arroyo Municipio;15.843;;;;;;
72017;PR;Barceloneta Municipio;22.657;;;;;;
72019;PR;Barranquitas Municipio;28.983;;;;;;
72021;PR;Bayamón Municipio;185.187;;;;;;
72023;PR;Cabo Rojo Municipio;47.158;;;;;;
72025;PR;Caguas Municipio;127.244;;;;;;
72027;PR;Camuy Municipio;32.827;;;;;;
72029;PR;Canóvanas Municipio;42.337;;;;;;
72031;PR;Carolina Municipio;154.815;;;;;;
72033;PR;Cataño Municipio;23.155;;;;;;
72035;PR;Cayey Municipio;41.652;;;;;;
72037;PR;Ceiba Municipio;11.307;;;;;;
72039;PR;Ciales Municipio;16.984;;;;;;
72041;PR;Cidra Municipio;39.970;;;;;;
72043;PR;Coamo Municipio;34.668;;;;;;
72045;PR;Comerío Municipio;18.883;;;;;;
72047;PR;Corozal Municipio;34.571;;;;;;
72049;PR;Culebra Municipio;1.792;;;;;;
72051;PR;Dorado Municipio;35.879;;;;;;
72053;PR;Fajardo Municipio;32.124;;;;;;
72054;PR;Florida Municipio;11.692;;;;;;
72055;PR;Guánica Municipio;13.787;;;;;;
72057;PR;Guayama Municipio;36.614;;;;;;
72059;PR;Guayanilla Municipio;17.784;;;;;;
72061;PR;Guaynabo Municipio;89.780;;;;;;
72063;PR;Gurabo Municipio;40.622;;;;;;
72065;PR;Hatillo Municipio;38.486;;;;;;
72067;PR;Hormigueros Municipio;15.654;;;;;;
72069;PR;Humacao Municipio;50.896;;;;;;
72071;PR;Isabela Municipio;42.943;;;;;;
72073;PR;Jayuya Municipio;14.779;;;;;;
72075;PR;Juana Díaz Municipio;46.538;;;;;;
72077;PR;Juncos Municipio;37.012;;;;;;
72079;PR;Lajas Municipio;23.334;;;;;;
72081;PR;Lares Municipio;28.105;;;;;;
72083;PR;Las Marías Municipio;8.874;;;;;;
72085;PR;Las Piedras Municipio;35.180;;;;;;
72087;PR;Loíza Municipio;23.693;;;;;;
72089;PR;Luquillo Municipio;17.781;;;;;;
72091;PR;Manatí Municipio;39.492;;;;;;
72093;PR;Maricao Municipio;4.755;;;;;;
72095;PR;Maunabo Municipio;10.589;;;;;;
72097;PR;Mayagüez Municipio;73.077;;;;;;
72099;PR;Moca Municipio;37.460;;;;;;
72101;PR;Morovis Municipio;28.727;;;;;;
72103;PR;Naguabo Municipio;23.386;;;;;;
72105;PR;Naranjito Municipio;29.241;;;;;;
72107;PR;Orocovis Municipio;21.434;;;;;;
72109;PR;Patillas Municipio;15.985;;;;;;
72111;PR;Peñuelas Municipio;20.399;;;;;;
72113;PR;Ponce Municipio;137.491;;;;;;
72115;PR;Quebradillas Municipio;23.638;;;;;;
72117;PR;Rincón Municipio;15.187;;;;;;
72119;PR;Río Grande Municipio;47.060;;;;;;
72121;PR;Sabana Grande Municipio;22.729;;;;;;
72123;PR;Salinas Municipio;25.789;;;;;;
72125;PR;San Germán Municipio;31.879;;;;;;
72127;PR;San Juan Municipio;342.259;;;;;;
72129;PR;San Lorenzo Municipio;37.693;;;;;;
72131;PR;San Sebastián Municipio;39.345;;;;;;
72133;PR;Santa Isabel Municipio;20.281;;;;;;
72135;PR;Toa Alta Municipio;66.852;;;;;;
72137;PR;Toa Baja Municipio;75.293;;;;;;
72139;PR;Trujillo Alto Municipio;67.740;;;;;;
72141;PR;Utuado Municipio;28.287;;;;;;
72143;PR;Vega Alta Municipio;35.395;;;;;;
72145;PR;Vega Baja Municipio;54.414;;;;;;
72147;PR;Vieques Municipio;8.249;;;;;;
72149;PR;Villalba Municipio;22.093;;;;;;
72151;PR;Yabucoa Municipio;30.426;;;;;;
72153;PR;Yauco Municipio;34.172;;;;;;
